taxa,PC1,PC2
N21004,0.56367051392593,-3.10484649709827
N21005,-2.73428672169224,-2.738282036754
N21006,-3.59668154357334,-2.80214510634113
N21007,13.914367994634,-5.71189467465368
N21008,7.20766948904394,-7.40259663920009
N21009,-1.14743921518778,-10.31706379791
N21010,-6.10582015151628,-5.62226674687093
N21011,-3.93815291731389,-6.6257115114852
N21012,-6.67143018819117,10.7725461827162
N21013,-3.61839719240564,5.57912760902881
N21014,4.08206660394784,2.12949105182303
N21015,-6.26639160001762,-1.4814831184103
N21016,22.0377611951377,5.9326345585795
N21017,23.1852360953777,6.89034644166136
N21018,5.56543864139804,7.19462460294019
N21019,7.75895077219606,1.71122333530449
N21020,6.40758328292662,7.57158482595742
N21021,7.29429734186385,6.08104570390292
N21022,5.06311570995879,3.67566714210298
N21023,-5.83104442394883,-1.44528701523121
N21024,-5.33317686022945,-0.741054229667219
N21025,-5.01856252810441,-15.6674835828543
N21026,-4.88977322053205,-15.7852893894891
N21027,-5.8911761352231,-15.0645923835913
N21028,-5.85417214952423,-14.8726969891185
N21029,-5.83342161224767,-14.8705138135226
N21030,-6.02453553686934,-14.8118240959252
N21031,-2.44546550963657,-13.0173714201978
N21032,-3.9861090174192,-14.2016682822736
N21033,-2.80435466711366,19.1666158808961
N21034,0.543975967013656,-15.2995194247053
N21035,-5.30174350970312,-15.290610705617
N21036,-5.2517352552443,-15.2786178233573
N21037,-4.77938165013109,-8.36558105474254
N21038,0.864617653321261,-15.4519454342118
N21039,-0.209638934371795,-15.5055920607499
N21040,1.26581916507599,-16.1093958516185
N21041,-3.52714915524238,4.22501901060951
N21042,-3.37599158800802,5.21643084170468
N21043,0.728590877271428,-3.68832416338077
N21044,1.18285413331021,-3.21032876419497
N96076L,34.7445962080252,-3.33949608512706
NC20,-11.315569316522,10.5995316564332
NCV11,36.1928269006284,-0.116008809548243
PI497429,32.9233898862312,-1.45138404271255
PI576636,36.3311614920962,-2.04875740547217
Perry,6.43330040144844,-1.87664179146974
SPT0701,36.291121086329,-1.65680462153138
SPT1012ol,9.8761871045906,3.18781120439597
Sullivan,-6.71196827554329,11.5036796125506
Tifguard,31.7444171440959,6.23699330881212
Walton,32.0508861632263,2.1867246725108
Wynne,-6.58381747768558,-5.4166540984285
